10,2.9706954956054686e-05
10,2.1147727966308594e-05
10,1.9216537475585936e-05
10,1.8405914306640626e-05
10,1.8286705017089844e-05
10,2.0051002502441405e-05
10,1.8215179443359376e-05
10,1.9335746765136717e-05
10,1.9931793212890624e-05
10,1.9025802612304687e-05
12,2.269744873046875e-05
12,1.9216537475585936e-05
12,1.8596649169921875e-05
12,1.940727233886719e-05
12,1.957416534423828e-05
12,1.7714500427246093e-05
12,1.850128173828125e-05
12,2.0122528076171876e-05
12,1.9145011901855468e-05
12,4.6205520629882815e-05
14,2.8371810913085938e-05
14,3.681182861328125e-05
14,3.976821899414063e-05
14,2.2482872009277343e-05
14,2.2840499877929687e-05
14,3.268718719482422e-05
14,3.9124488830566405e-05
14,4.458427429199219e-05
14,3.931522369384766e-05
14,4.084110260009766e-05
16,4.222393035888672e-05
16,4.017353057861328e-05
16,4.291534423828125e-05
16,4.308223724365234e-05
16,4.365444183349609e-05
16,3.9911270141601564e-05
16,4.100799560546875e-05
16,2.2459030151367188e-05
16,2.2983551025390626e-05
16,4.096031188964844e-05
18,3.70025634765625e-05
18,3.483295440673828e-05
18,3.2067298889160156e-05
18,4.7826766967773436e-05
18,3.9529800415039065e-05
18,4.15802001953125e-05
18,3.790855407714844e-05
18,3.831386566162109e-05
18,3.8790702819824216e-05
18,2.8634071350097655e-05
20,2.810955047607422e-05
20,2.2196769714355467e-05
20,2.422332763671875e-05
20,2.8061866760253907e-05
20,2.1219253540039062e-05
20,2.269744873046875e-05
20,2.1004676818847655e-05
20,1.9979476928710937e-05
20,2.9420852661132814e-05
20,2.1052360534667968e-05
22,3.123283386230469e-05
22,3.681182861328125e-05
22,2.8562545776367187e-05
22,3.2782554626464844e-05
22,2.7108192443847657e-05
22,2.720355987548828e-05
22,2.827644348144531e-05
22,2.5987625122070312e-05
22,2.4056434631347658e-05
22,2.70843505859375e-05
24,3.647804260253906e-05
24,4.222393035888672e-05
24,4.0030479431152345e-05
24,3.693103790283203e-05
24,3.781318664550781e-05
24,3.697872161865234e-05
24,3.466606140136719e-05
24,4.112720489501953e-05
24,3.8123130798339845e-05
24,3.437995910644531e-05
26,4.00543212890625e-05
26,4.146099090576172e-05
26,3.8695335388183596e-05
26,2.4580955505371092e-05
26,2.3126602172851562e-05
26,4.2772293090820314e-05
26,4.229545593261719e-05
26,2.5486946105957033e-05
26,1.952648162841797e-05
26,1.8596649169921875e-05
28,2.8967857360839844e-05
28,2.1004676818847655e-05
28,2.1195411682128908e-05
28,2.1028518676757813e-05
28,2.067089080810547e-05
28,2.300739288330078e-05
28,2.2196769714355467e-05
28,3.826618194580078e-05
28,3.7217140197753905e-05
28,2.131462097167969e-05
30,2.796649932861328e-05
30,2.3579597473144533e-05
30,3.1280517578125e-05
30,2.7894973754882812e-05
30,2.9826164245605467e-05
30,2.8204917907714843e-05
30,2.4533271789550783e-05
30,2.8824806213378908e-05
30,2.810955047607422e-05
30,2.78472900390625e-05
32,2.815723419189453e-05
32,4.487037658691406e-05
32,3.7670135498046875e-05
32,3.988742828369141e-05
32,3.139972686767578e-05
32,4.112720489501953e-05
32,3.809928894042969e-05
32,3.764629364013672e-05
32,3.809928894042969e-05
32,3.647804260253906e-05
34,4.5299530029296875e-05
34,3.62396240234375e-05
34,3.421306610107422e-05
34,3.2901763916015625e-05
34,2.2745132446289064e-05
34,2.0813941955566406e-05
34,1.8930435180664064e-05
34,2.086162567138672e-05
34,2.3794174194335937e-05
34,3.113746643066406e-05
36,3.4689903259277344e-05
36,2.880096435546875e-05
36,2.651214599609375e-05
36,3.056526184082031e-05
36,2.63214111328125e-05
36,2.8395652770996092e-05
36,2.8634071350097655e-05
36,2.753734588623047e-05
36,3.101825714111328e-05
36,2.498626708984375e-05
38,2.5391578674316406e-05
38,2.2792816162109374e-05
38,2.3698806762695314e-05
38,2.162456512451172e-05
38,2.0432472229003907e-05
38,2.0694732666015624e-05
38,2.148151397705078e-05
38,1.9097328186035155e-05
38,2.1386146545410157e-05
38,1.8167495727539063e-05
40,2.5796890258789063e-05
40,2.0885467529296874e-05
40,2.1004676818847655e-05
40,2.0074844360351563e-05
40,2.1004676818847655e-05
40,2.0623207092285156e-05
40,2.0623207092285156e-05
40,2.0837783813476564e-05
40,1.8334388732910158e-05
40,2.002716064453125e-05
42,2.5486946105957033e-05
42,2.1505355834960938e-05
42,2.052783966064453e-05
42,2.0599365234375e-05
42,1.8906593322753906e-05
42,2.079010009765625e-05
42,1.9598007202148438e-05
42,2.0003318786621095e-05
42,2.148151397705078e-05
42,2.067089080810547e-05
44,2.5081634521484376e-05
44,2.3984909057617186e-05
44,1.9931793212890624e-05
44,2.0718574523925783e-05
44,2.1672248840332033e-05
44,2.160072326660156e-05
44,2.0909309387207032e-05
44,2.048015594482422e-05
44,2.4962425231933594e-05
44,2.8228759765625e-05
46,3.31878662109375e-05
46,3.0088424682617188e-05
46,3.802776336669922e-05
46,3.669261932373047e-05
46,3.1948089599609375e-05
46,3.4856796264648435e-05
46,3.0303001403808592e-05
46,3.693103790283203e-05
46,3.7097930908203124e-05
46,3.371238708496094e-05
48,3.5929679870605466e-05
48,3.888607025146484e-05
48,4.57763671875e-05
48,4.241466522216797e-05
48,4.5299530029296875e-05
48,4.360675811767578e-05
48,4.284381866455078e-05
48,4.9734115600585936e-05
48,2.918243408203125e-05
48,2.1219253540039062e-05
50,3.2329559326171874e-05
50,2.1409988403320312e-05
50,2.0909309387207032e-05
50,1.9955635070800782e-05
50,2.0623207092285156e-05
50,2.148151397705078e-05
50,2.0766258239746092e-05
50,1.9335746765136717e-05
50,2.0599365234375e-05
50,2.0074844360351563e-05
52,3.080368041992187e-05
52,2.5200843811035157e-05
52,2.1696090698242188e-05
52,2.1529197692871093e-05
52,2.0885467529296874e-05
52,1.7952919006347656e-05
52,2.1696090698242188e-05
52,2.1052360534667968e-05
52,2.040863037109375e-05
52,2.0122528076171876e-05
54,3.237724304199219e-05
54,2.1791458129882814e-05
54,2.2006034851074218e-05
54,2.2006034851074218e-05
54,2.0813941955566406e-05
54,2.155303955078125e-05
54,2.014636993408203e-05
54,2.143383026123047e-05
54,2.079010009765625e-05
54,1.9931793212890624e-05
56,2.989768981933594e-05
56,2.1886825561523437e-05
56,2.1791458129882814e-05
56,2.0456314086914062e-05
56,2.1696090698242188e-05
56,2.0122528076171876e-05
56,2.1505355834960938e-05
56,2.2172927856445312e-05
56,2.13623046875e-05
56,2.3818016052246095e-05
58,3.254413604736328e-05
58,2.5320053100585938e-05
58,2.1696090698242188e-05
58,2.1505355834960938e-05
